ID,Release,Header,DateCreated,DateTime,HasTime,ReportDate,Actual,Prior,Revision,Consensus,EstimateHigh,EstimateLow,EstimateMedian,EstimateNumber,Deviation,Country,ReleaseName,ReleaseID
3411,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-08-05 01:00:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,0,0,0,0,-2147483648,0,RU,RU CPI WoW,2701
3412,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-08-12 01:00:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,0,0,0,0,-2147483648,0,RU,RU CPI WoW,2701
3413,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-08-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,0,0,0,0,0,0,0,-2147483648,0,RU,RU CPI WoW,2701
3414,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-08-26 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,1",0,0,0,0,0,0,-2147483648,"0,1",RU,RU CPI WoW,2701
3415,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-09-02 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3416,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-09-09 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3417,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-09-16 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,1",0,0,0,0,0,0,-2147483648,"0,1",RU,RU CPI WoW,2701
3418,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-09-23 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3419,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-09-30 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,1",0,0,0,0,0,0,-2147483648,"0,1",RU,RU CPI WoW,2701
3420,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-10-07 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,1",0,0,0,0,0,0,-2147483648,"0,1",RU,RU CPI WoW,2701
3421,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-10-14 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3422,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-10-21 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3423,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-10-28 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3424,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-11-05 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3425,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-11-11 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3426,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-11-18 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,1",0,0,0,0,0,0,-2147483648,"0,1",RU,RU CPI WoW,2701
3427,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-11-25 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,1",0,0,0,0,0,0,-2147483648,"0,1",RU,RU CPI WoW,2701
3428,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-12-02 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,1",0,0,0,0,0,0,-2147483648,"0,1",RU,RU CPI WoW,2701
3429,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-12-09 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3430,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-12-16 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3431,RU CPI WoW,,2016-01-11 11:53:42 AM,2015-12-23 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,0,0,0,0,-2147483648,"0,2",RU,RU CPI WoW,2701
3432,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-01-14 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,8",0,0,0,0,0,0,-2147483648,"0,8",RU,RU CPI YTD,2702
3433,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-01-21 01:00:00 PM,False,0001-01-01 12:00:00 AM,"1,5",0,0,0,0,0,0,-2147483648,"1,5",RU,RU CPI YTD,2702
3434,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-01-28 01:00:00 PM,False,0001-01-01 12:00:00 AM,"2,1",0,0,0,0,0,0,-2147483648,"2,1",RU,RU CPI YTD,2702
3435,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-02-04 01:00:00 PM,False,0001-01-01 12:00:00 AM,3,0,0,0,0,0,0,-2147483648,3,RU,RU CPI YTD,2702
3436,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-02-11 01:00:00 PM,False,0001-01-01 12:00:00 AM,"4,8",0,0,0,0,0,0,-2147483648,"4,8",RU,RU CPI YTD,2702
3437,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-02-18 01:00:00 PM,False,0001-01-01 12:00:00 AM,"5,2",0,0,0,0,0,0,-2147483648,"5,2",RU,RU CPI YTD,2702
3438,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-02-26 01:00:00 PM,False,0001-01-01 12:00:00 AM,"5,8",0,0,0,0,0,0,0,"5,8",RU,RU CPI YTD,2702
3439,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-03-04 01:00:00 PM,False,0001-01-01 12:00:00 AM,6,0,0,0,0,0,0,-2147483648,6,RU,RU CPI YTD,2702
3440,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-03-12 01:00:00 PM,False,0001-01-01 12:00:00 AM,"6,5",0,0,0,0,0,0,-2147483648,"6,5",RU,RU CPI YTD,2702
3441,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-03-18 01:00:00 PM,False,0001-01-01 12:00:00 AM,"6,7",0,0,0,0,0,0,-2147483648,"6,7",RU,RU CPI YTD,2702
3442,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-03-25 01:00:00 PM,False,0001-01-01 12:00:00 AM,"6,9",0,0,0,0,0,0,-2147483648,"6,9",RU,RU CPI YTD,2702
3443,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-04-01 01:00:00 PM,False,0001-01-01 12:00:00 AM,"7,2",0,0,0,0,0,0,-2147483648,"7,2",RU,RU CPI YTD,2702
3444,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-04-08 01:00:00 PM,False,0001-01-01 12:00:00 AM,"7,6",0,0,0,0,0,0,-2147483648,"7,6",RU,RU CPI YTD,2702
3445,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-04-15 01:00:00 PM,False,0001-01-01 12:00:00 AM,"7,8",0,0,0,0,0,0,-2147483648,"7,8",RU,RU CPI YTD,2702
3446,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-04-22 01:00:00 PM,False,0001-01-01 12:00:00 AM,"7,9",0,0,0,0,0,0,-2147483648,"7,9",RU,RU CPI YTD,2702
3447,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-04-29 01:00:00 PM,False,0001-01-01 12:00:00 AM,8,0,0,0,0,0,0,-2147483648,8,RU,RU CPI YTD,2702
3448,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-05-07 01:00:00 PM,False,0001-01-01 12:00:00 AM,8,0,0,0,0,0,0,-2147483648,8,RU,RU CPI YTD,2702
3449,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-05-14 01:00:00 PM,False,0001-01-01 12:00:00 AM,"8,1",0,0,0,0,0,0,-2147483648,"8,1",RU,RU CPI YTD,2702
3450,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-05-20 01:00:00 PM,False,0001-01-01 12:00:00 AM,"8,2",0,0,0,0,0,0,-2147483648,"8,2",RU,RU CPI YTD,2702
3451,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-05-27 01:00:00 PM,False,0001-01-01 12:00:00 AM,"8,3",0,0,0,0,0,0,-2147483648,"8,3",RU,RU CPI YTD,2702
3452,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-06-03 01:00:00 PM,False,0001-01-01 12:00:00 AM,"8,3",0,0,0,0,0,0,-2147483648,"8,3",RU,RU CPI YTD,2702
3453,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-06-10 01:00:00 PM,False,0001-01-01 12:00:00 AM,"8,4",0,0,0,0,0,0,-2147483648,"8,4",RU,RU CPI YTD,2702
3454,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-06-17 01:00:00 PM,False,0001-01-01 12:00:00 AM,"8,4",0,0,0,0,0,0,-2147483648,"8,4",RU,RU CPI YTD,2702
3455,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-06-24 01:00:00 PM,False,0001-01-01 12:00:00 AM,"8,5",0,0,0,0,0,0,-2147483648,"8,5",RU,RU CPI YTD,2702
3456,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-07-01 01:00:00 PM,False,0001-01-01 12:00:00 AM,"8,5",0,0,0,0,0,0,-2147483648,"8,5",RU,RU CPI YTD,2702
3457,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-07-08 01:00:00 PM,False,0001-01-01 12:00:00 AM,"9,3",0,0,0,0,0,0,-2147483648,"9,3",RU,RU CPI YTD,2702
3458,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-07-15 01:00:00 PM,False,0001-01-01 12:00:00 AM,"9,4",0,0,0,0,0,0,-2147483648,"9,4",RU,RU CPI YTD,2702
3459,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-07-22 01:00:00 PM,False,0001-01-01 12:00:00 AM,"9,5",0,0,0,0,0,0,-2147483648,"9,5",RU,RU CPI YTD,2702
3460,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-07-29 01:00:00 PM,False,0001-01-01 12:00:00 AM,"9,5",0,0,0,0,0,0,-2147483648,"9,5",RU,RU CPI YTD,2702
3461,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-08-05 01:00:00 PM,False,0001-01-01 12:00:00 AM,"9,4",0,0,0,0,0,0,-2147483648,"9,4",RU,RU CPI YTD,2702
3462,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-08-12 01:00:00 PM,False,0001-01-01 12:00:00 AM,"9,4",0,0,0,0,0,0,-2147483648,"9,4",RU,RU CPI YTD,2702
3463,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-08-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,"9,4",0,0,0,0,0,0,-2147483648,"9,4",RU,RU CPI YTD,2702
3464,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-08-26 01:00:00 PM,False,0001-01-01 12:00:00 AM,"9,5",0,0,0,0,0,0,-2147483648,"9,5",RU,RU CPI YTD,2702
3465,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-09-02 01:00:00 PM,False,0001-01-01 12:00:00 AM,"9,7",0,0,0,0,0,0,-2147483648,"9,7",RU,RU CPI YTD,2702
3466,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-09-09 01:00:00 PM,False,0001-01-01 12:00:00 AM,10,0,0,0,0,0,0,-2147483648,10,RU,RU CPI YTD,2702
3467,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-09-16 01:00:00 PM,False,0001-01-01 12:00:00 AM,"10,1",0,0,0,0,0,0,-2147483648,"10,1",RU,RU CPI YTD,2702
3468,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-09-23 01:00:00 PM,False,0001-01-01 12:00:00 AM,"10,3",0,0,0,0,0,0,-2147483648,"10,3",RU,RU CPI YTD,2702
3469,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-09-30 01:00:00 PM,False,0001-01-01 12:00:00 AM,"10,4",0,0,0,0,0,0,-2147483648,"10,4",RU,RU CPI YTD,2702
3470,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-10-07 01:00:00 PM,False,0001-01-01 12:00:00 AM,"10,5",0,0,0,0,0,0,-2147483648,"10,5",RU,RU CPI YTD,2702
3471,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-10-14 01:00:00 PM,False,0001-01-01 12:00:00 AM,"10,7",0,0,0,0,0,0,-2147483648,"10,7",RU,RU CPI YTD,2702
3472,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-10-21 01:00:00 PM,False,0001-01-01 12:00:00 AM,"10,9",0,0,0,0,0,0,-2147483648,"10,9",RU,RU CPI YTD,2702
3473,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-10-28 01:00:00 PM,False,0001-01-01 12:00:00 AM,"11,2",0,0,0,0,0,0,-2147483648,"11,2",RU,RU CPI YTD,2702
3474,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-11-05 01:00:00 PM,False,0001-01-01 12:00:00 AM,"11,3",0,0,0,0,0,0,-2147483648,"11,3",RU,RU CPI YTD,2702
3475,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-11-11 01:00:00 PM,False,0001-01-01 12:00:00 AM,"11,5",0,0,0,0,0,0,-2147483648,"11,5",RU,RU CPI YTD,2702
3476,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-11-18 01:00:00 PM,False,0001-01-01 12:00:00 AM,"11,7",0,0,0,0,0,0,-2147483648,"11,7",RU,RU CPI YTD,2702
3477,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-11-25 01:00:00 PM,False,0001-01-01 12:00:00 AM,"11,8",0,0,0,0,0,0,-2147483648,"11,8",RU,RU CPI YTD,2702
3478,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-12-02 01:00:00 PM,False,0001-01-01 12:00:00 AM,12,0,0,0,0,0,0,-2147483648,12,RU,RU CPI YTD,2702
3479,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-12-09 01:00:00 PM,False,0001-01-01 12:00:00 AM,"12,3",0,0,0,0,0,0,-2147483648,"12,3",RU,RU CPI YTD,2702
3480,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-12-16 01:00:00 PM,False,0001-01-01 12:00:00 AM,"12,5",0,0,0,0,0,0,-2147483648,"12,5",RU,RU CPI YTD,2702
3481,RU CPI YTD,,2016-01-11 11:53:44 AM,2015-12-23 01:00:00 PM,False,0001-01-01 12:00:00 AM,"12,7",0,0,0,0,0,0,-2147483648,"12,7",RU,RU CPI YTD,2702
3482,RU GDP YoY,,2016-01-11 11:53:45 AM,2015-07-01 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-2,2",0,0,"-2,2",-2,"-2,3","-2,2",13,0,RU,RU GDP YoY,2703
3483,RU GDP YoY,,2016-01-11 11:53:45 AM,2015-09-30 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-4,6",0,0,"-4,6","-4,6","-4,6","-4,6",12,0,RU,RU GDP YoY,2703
3484,RU GDP YoY,,2016-01-11 11:53:45 AM,2015-12-30 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-4,1",0,0,"-4,1","-4,1","-4,1","-4,1",13,0,RU,RU GDP YoY,2703
3485,RU RS MoM,,2016-01-11 11:53:47 AM,2015-02-18 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-32,7",0,0,"-29,2",-27,"-31,7","-29,1",6,"-3,5",RU,RU RS MoM,2704
3486,RU RS MoM,,2016-01-11 11:53:47 AM,2015-03-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,-4,0,0,"-2,6",0,"-7,1",-2,13,"-1,4",RU,RU RS MoM,2704
3487,RU RS MoM,,2016-01-11 11:53:47 AM,2015-04-17 01:00:00 PM,False,0001-01-01 12:00:00 AM,"6,8",0,0,"7,4","10,8",5,"7,2",9,"-0,600000000000001",RU,RU RS MoM,2704
3488,RU RS MoM,,2016-01-11 11:53:47 AM,2015-05-22 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-2,6",0,0,"-0,5","0,6","-1,7","-0,7",10,"-2,1",RU,RU RS MoM,2704
3489,RU RS MoM,,2016-01-11 11:53:47 AM,2015-06-18 01:00:00 PM,False,0001-01-01 12:00:00 AM,"2,4",0,0,"1,4","2,3","0,5","1,5",9,1,RU,RU RS MoM,2704
3490,RU RS MoM,,2016-01-11 11:53:47 AM,2015-07-17 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"1,2","3,5","0,3","0,9",9,-1,RU,RU RS MoM,2704
3491,RU RS MoM,,2016-01-11 11:53:47 AM,2015-08-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,"3,1",0,0,"0,1","3,6","-12,4","1,7",9,3,RU,RU RS MoM,2704
3492,RU RS MoM,,2016-01-11 11:53:47 AM,2015-09-17 01:00:00 PM,False,0001-01-01 12:00:00 AM,3,0,0,3,4,2,3,11,0,RU,RU RS MoM,2704
3493,RU RS MoM,,2016-01-11 11:53:47 AM,2015-10-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,-3,0,0,"-0,6","2,5","-1,6",-1,7,"-2,4",RU,RU RS MoM,2704
3494,RU RS MoM,,2016-01-11 11:53:47 AM,2015-11-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,"0,8",0,0,2,"2,9",1,"2,2",7,"-1,2",RU,RU RS MoM,2704
3495,RU RS MoM,,2016-01-11 11:53:47 AM,2015-12-17 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-1,5",0,0,0,2,"-1,5","0,1",9,"-1,5",RU,RU RS MoM,2704
3496,RU RS YoY,,2016-01-11 11:53:48 AM,2015-02-18 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-3,6",0,0,"-1,4","5,2",-8,"-1,9",14,"-2,2",RU,RU RS YoY,2705
3497,RU RS YoY,,2016-01-11 11:53:48 AM,2015-03-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,-7,0,0,"-5,7",-2,-10,"-5,8",21,"-1,3",RU,RU RS YoY,2705
3498,RU RS YoY,,2016-01-11 11:53:48 AM,2015-04-17 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-8,5",0,0,"-8,6","-5,5","-11,6","-8,6",18,"0,0999999999999996",RU,RU RS YoY,2705
3499,RU RS YoY,,2016-01-11 11:53:48 AM,2015-05-22 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-9,6",0,0,"-8,2","-6,7",-11,"-8,1",23,"-1,4",RU,RU RS YoY,2705
3500,RU RS YoY,,2016-01-11 11:53:48 AM,2015-06-18 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-8,9",0,0,"-9,8","-7,5",-11,-10,18,"0,9",RU,RU RS YoY,2705
3501,RU RS YoY,,2016-01-11 11:53:48 AM,2015-07-17 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-9,2",0,0,"-8,7","-5,7",-10,-9,20,"-0,5",RU,RU RS YoY,2705
3502,RU RS YoY,,2016-01-11 11:53:48 AM,2015-08-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-9,2",0,0,"-9,6","-8,2","-10,5","-9,8",20,"0,4",RU,RU RS YoY,2705
3503,RU RS YoY,,2016-01-11 11:53:48 AM,2015-09-17 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-9,2",0,0,-9,-8,"-10,8","-8,9",21,"-0,199999999999999",RU,RU RS YoY,2705
3504,RU RS YoY,,2016-01-11 11:53:48 AM,2015-10-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-10,5",0,0,"-9,1","-8,5",-10,"-9,1",17,"-1,4",RU,RU RS YoY,2705
3505,RU RS YoY,,2016-01-11 11:53:48 AM,2015-11-19 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-11,7",0,0,"-10,1","-8,8",-11,-10,18,"-1,6",RU,RU RS YoY,2705
3506,RU RS YoY,,2016-01-11 11:53:48 AM,2015-12-17 01:00:00 PM,False,0001-01-01 12:00:00 AM,"-13,1",0,0,"-11,3","-8,5","-12,5","-11,5",19,"-1,8",RU,RU RS YoY,2705
3507,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-02-05 12:00:00 AM,False,0001-01-01 12:00:00 AM,"3,5",0,0,"2,3","2,8","1,8","2,4",5,"1,2",RU,RU CPI CORE MoM,2706
3508,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-03-05 12:00:00 AM,False,0001-01-01 12:00:00 AM,"2,4",0,0,"2,5","3,5","1,3","2,5",11,"-0,1",RU,RU CPI CORE MoM,2706
3509,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-04-06 12:00:00 AM,False,0001-01-01 12:00:00 AM,"1,5",0,0,"1,3","2,5",1,"1,2",9,"0,2",RU,RU CPI CORE MoM,2706
3510,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-05-06 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,8","1,2",0,"0,8",9,0,RU,RU CPI CORE MoM,2706
3511,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-06-04 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,6",0,0,"0,6","0,9","0,4","0,5",11,0,RU,RU CPI CORE MoM,2706
3512,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-07-06 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"0,4","0,6","0,4","0,4",9,0,RU,RU CPI CORE MoM,2706
3513,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-08-04 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"0,5","0,9","0,4","0,5",7,"-0,1",RU,RU CPI CORE MoM,2706
3514,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-09-04 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,4","0,6","0,2","0,5",10,"0,4",RU,RU CPI CORE MoM,2706
3515,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-10-05 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,6","0,9","0,3","0,7",5,"0,2",RU,RU CPI CORE MoM,2706
3516,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-11-05 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,7",0,0,"0,7","0,9","0,6","0,7",6,0,RU,RU CPI CORE MoM,2706
3517,RU CPI CORE MoM,,2016-01-11 11:53:50 AM,2015-12-04 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,6",0,0,"0,6","0,7","0,5","0,6",8,0,RU,RU CPI CORE MoM,2706
3518,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-02-05 12:00:00 AM,False,0001-01-01 12:00:00 AM,"3,9",0,0,"2,5","2,7","2,2","2,5",11,"1,4",RU,RU CPI MoM,2707
3519,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-03-05 12:00:00 AM,False,0001-01-01 12:00:00 AM,"2,2",0,0,"2,3","3,5",2,"2,2",18,"-0,0999999999999996",RU,RU CPI MoM,2707
3520,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-04-06 12:00:00 AM,False,0001-01-01 12:00:00 AM,"1,2",0,0,"1,1","1,4","0,9",1,15,"0,0999999999999999",RU,RU CPI MoM,2707
3521,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-05-06 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,5",0,0,"0,8","1,2","0,5","0,7",16,"-0,3",RU,RU CPI MoM,2707
3522,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-06-04 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"0,4","0,5","0,3","0,4",18,0,RU,RU CPI MoM,2707
3523,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-07-06 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"0,3","0,4","0,2","0,3",18,"-0,1",RU,RU CPI MoM,2707
3524,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-08-04 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,9",1,"0,5","0,9",17,"-0,1",RU,RU CPI MoM,2707
3525,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-09-04 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"0,2","0,7",0,"0,2",18,"0,2",RU,RU CPI MoM,2707
3526,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-10-05 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,6",0,0,"0,7","0,8","0,5","0,7",11,"-0,1",RU,RU CPI MoM,2707
3527,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-11-05 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,7",0,0,"0,7","0,9","0,6","0,7",16,0,RU,RU CPI MoM,2707
3528,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-12-04 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,7","0,7","0,5","0,7",17,"0,1",RU,RU CPI MoM,2707
3529,RU CPI MoM,,2016-01-11 11:53:51 AM,2015-12-31 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,9","1,1","0,8","0,9",13,"-0,1",RU,RU CPI MoM,2707
3530,RU Ind Prod YoY,,2016-01-11 11:53:53 AM,2015-02-16 12:00:00 AM,False,0001-01-01 12:00:00 AM,"0,9",0,0,"-0,4","3,1","-8,5","0,7",16,"1,3",RU,RU Ind Prod YoY,2708
3531,RU Ind Prod YoY,,2016-01-11 11:53:53 AM,2015-03-17 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-1,6",0,0,"-0,8","0,5","-3,6","-0,6",22,"-0,8",RU,RU Ind Prod YoY,2708
3532,RU Ind Prod YoY,,2016-01-11 11:53:53 AM,2015-04-15 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-0,6",0,0,"-2,5",0,"-11,8","-1,9",19,"1,9",RU,RU Ind Prod YoY,2708
3533,RU Ind Prod YoY,,2016-01-11 11:53:53 AM,2015-05-20 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-4,5",0,0,"-1,1",0,"-2,2","-1,2",24,"-3,4",RU,RU Ind Prod YoY,2708
3534,RU Ind Prod YoY,,2016-01-11 11:53:53 AM,2015-06-16 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-5,5",0,0,-4,-2,"-6,5","-3,8",19,"-1,5",RU,RU Ind Prod YoY,2708
3535,RU Ind Prod YoY,,2016-01-11 11:53:53 AM,2015-07-15 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-4,8",0,0,"-4,2","-2,5",-6,-4,18,"-0,6",RU,RU Ind Prod YoY,2708
3536,RU Ind Prod YoY,,2016-01-11 11:53:53 AM,2015-08-17 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-4,7",0,0,"-4,7","-3,8","-5,5","-4,8",21,0,RU,RU Ind Prod YoY,2708
3537,RU Ind Prod YoY,,2016-01-11 11:53:53 AM,2015-09-15 12:00:00 AM,False,0001-01-01 12:00:00 AM,"-4,3",0,0,"-4,5","-3,4","-5,5","-4,5",20,"0,2",RU,RU Ind Prod YoY,2708
